,"Agriculture, forest and other land use",Industrial process and product use,Stationary energy,Transport,Waste management,city,country,inventory_type,Other
240,0.0,0.0,0.0,0.0,0.0,"Municipality of Cartago, Colombia",Colombia,Government operations inventory,0.0
241,134790.0,56281.0,231854.0,397946.0,103119.0,"Municipality of Ibagué, Colombia",Colombia,Community inventories,
242,0.0,0.0,0.0,0.0,0.0,"Municipality of Medellín, Colombia",Colombia,Government operations inventory,0.0
243,0.0,0.0,0.0,0.0,0.0,"Municipality of Santiago de Cali, Colombia",Colombia,Community inventories,
244,0.0,328868.0,0.0,3104794.0,0.0,"Municipality of Santiago de Cali, Colombia",Colombia,Government operations inventory,0.0
245,535252.0,1695.0,195723.0,259636.0,122189.0,"Municipality of Valledupar, Colombia",Colombia,Community inventories,
246,0.0,0.0,0.0,19734.0,0.0,"Municipality of San José, Costa Rica",Costa Rica,Government operations inventory,0.0
247,0.0,0.0,1923000.0,549400.0,20600.0,"City of Copenhagen, Denmark",Denmark,Community inventories,
248,0.0,0.0,0.0,4000.0,0.0,"City of Copenhagen, Denmark",Denmark,Government operations inventory,0.0
249,0.0,0.0,0.0,0.0,0.0,"Municipality of Santa Cruz, Ecuador",Ecuador,Community inventories,
250,0.0,0.0,0.0,0.0,3.0,"Municipality of Santa Cruz, Ecuador",Ecuador,Government operations inventory,17.0
251,0.0,0.0,1988305.0,3418272.0,766587.0,"Municipality of the Metropolitan District of Quito, Ecuador",Ecuador,Community inventories,
252,0.0,0.0,0.0,0.0,0.0,"Municipality of the Metropolitan District of Quito, Ecuador",Ecuador,Government operations inventory,0.0
253,0.0,0.0,0.0,0.0,0.0,"City of Espoo, Finland",Finland,Community inventories,
254,0.0,0.0,0.0,0.0,0.0,"City of Espoo, Finland",Finland,Government operations inventory,0.0
255,0.0,0.0,0.0,0.0,0.0,"City of Helsinki, Finland",Finland,Community inventories,
256,0.0,0.0,0.0,0.0,0.0,"City of Helsinki, Finland",Finland,Government operations inventory,0.0
257,107700.0,800.0,478384.0,134469.0,42800.0,"City of Lahti, Finland",Finland,Community inventories,
258,0.0,0.0,0.0,0.0,580.0,"City of Lahti, Finland",Finland,Government operations inventory,0.0
259,0.0,0.0,0.0,0.0,0.0,"City of Lappeenranta, Finland",Finland,Community inventories,
260,0.0,0.0,0.0,0.0,7.0,"City of Lappeenranta, Finland",Finland,Government operations inventory,0.0
261,7500.0,0.0,760700.0,293100.0,71400.0,"City of Tampere, Finland",Finland,Community inventories,
262,0.0,0.0,2449601.0,1211177.0,1416.0,"Bordeaux Metropolis, France",France,Community inventories,
263,0.0,0.0,324233.0,180737.0,28708.0,"City of Besançon, France",France,Community inventories,
264,0.0,0.0,0.0,1331.0,0.0,"City of Besançon, France",France,Government operations inventory,350.0
265,0.0,0.0,0.0,0.0,0.0,"City of Grenoble, France",France,Government operations inventory,0.0
266,0.0,0.0,0.0,0.0,0.0,"City of Paris, France",France,Community inventories,
267,0.0,0.0,0.0,58200.0,67300.0,"City of Paris, France",France,Government operations inventory,0.0
268,0.0,0.0,6099144.0,2196841.0,0.0,"Lille European Metropolis, France",France,Community inventories,
269,27900.0,0.0,5317000.0,1846800.0,0.0,"Lyon Metropolis, France",France,Community inventories,
270,0.0,0.0,0.0,82842.0,153131.0,"Lyon Metropolis, France",France,Government operations inventory,4250.0
271,14584.0,0.0,1778934.0,679726.0,71756.0,"Toulouse Metropolis, France",France,Community inventories,
272,0.0,0.0,0.0,0.0,68200.0,"Toulouse Metropolis, France",France,Government operations inventory,0.0
273,0.0,0.0,1319055.0,757155.0,0.0,"Urban Community of Nantes Métropole, France",France,Community inventories,
274,0.0,0.0,0.0,33118.0,108066.0,"Urban Community of Nantes Métropole, France",France,Government operations inventory,0.0
275,0.0,0.0,8438375.81180729,1147059.80431827,0.0,"City of Hannover, Germany",Germany,Community inventories,
276,0.0,0.0,0.0,0.0,0.0,"City of Hannover, Germany",Germany,Government operations inventory,0.0
277,0.0,343312.0,1709070.0,0.0,0.0,"Federal City of Bonn, Germany",Germany,Community inventories,
278,0.0,0.0,0.0,4066.0,0.0,"Federal City of Bonn, Germany",Germany,Government operations inventory,0.0
279,0.0,0.0,169.0,3117.0,2440.0,"Municipality of Pachalum, Guatemala",Guatemala,Community inventories,
280,0.0,0.0,11212954.0,1267662.0,74149.0,"Ahmadabad Municipal Corporation, India",India,Community inventories,
281,0.0,0.0,0.0,20732.0,0.0,"Ahmadabad Municipal Corporation, India",India,Government operations inventory,46258.0
282,0.0,0.0,3649825.0,1658016.0,166441.3,"Bengaluru Municipal Corporation, India",India,Community inventories,
283,0.0,0.0,206539.62,0.0,0.0,"Bhubaneswar Municipal Corporation, India",India,Community inventories,
284,0.0,0.0,249682.0,0.0,8268.0,"Cochin Municipal Corporation, India",India,Community inventories,
285,0.0,0.0,0.0,2079.0,0.0,"Cochin Municipal Corporation, India",India,Government operations inventory,0.0
286,0.0,0.0,2744821.0,2138767.0,433078.0,"Coimbatore City Municipal Corporation, India",India,Community inventories,
287,0.0,0.0,0.0,0.0,433078.79000000004,"Coimbatore City Municipal Corporation, India",India,Government operations inventory,0.0
288,0.0,0.0,81275.0,55406.0,10487.0,"Corporation of the City of Panaji, India",India,Community inventories,
289,0.0,0.0,0.0,0.0,0.0,"Corporation of the City of Panaji, India",India,Government operations inventory,0.0
290,0.0,0.0,1079215.0,230561.0,0.0,"Dehradun Municipal Corporation, India",India,Community inventories,
291,0.0,0.0,0.0,376.0,0.0,"Dehradun Municipal Corporation, India",India,Government operations inventory,0.0
292,0.0,0.0,5406562.0,0.0,0.0,"Gandhinagar Municipal Corporation, India",India,Community inventories,
293,0.0,0.0,53.0,2195978.0,0.0,"Greater Hyderabad Municipal Corporation, India",India,Community inventories,
294,0.0,4862.0,0.0,171611.0,0.0,"Greater Hyderabad Municipal Corporation, India",India,Government operations inventory,4862.0
295,0.0,0.0,735290.0,306117.0,153832.0,"Gwalior Municipal Corporation, India",India,Community inventories,
296,0.0,0.0,0.0,4719.0,0.0,"Gwalior Municipal Corporation, India",India,Government operations inventory,0.0
297,0.0,0.0,643054.26,449886.92,23145.94,"Indore Municipal Corporation, India",India,Community inventories,
298,0.0,0.0,2425266.0,1303119.0,3708747.0,"Jaipur Municipal Corporation, India",India,Community inventories,
299,0.0,0.0,0.0,3034.0,0.0,"Jaipur Municipal Corporation, India",India,Government operations inventory,0.0
300,0.0,0.0,0.0,0.0,0.0,"Kochi Municipal Corporation, India",India,Community inventories,
301,0.0,0.0,563596.0,389229.0,3128.0,"Kota Municipal Corporation, India",India,Community inventories,
302,0.0,0.0,0.0,0.0,0.0,"Kota Municipal Corporation, India",India,Government operations inventory,0.0
303,0.0,0.0,0.0,0.0,0.0,"Nagpur Municipal Corporation, India",India,Community inventories,
304,0.0,0.0,0.0,3333.0,25463.9,"Nagpur Municipal Corporation, India",India,Government operations inventory,0.0
305,0.0,0.0,0.0,357867.0,8708.0,"Nashik City Corporation, India",India,Government operations inventory,0.0
306,0.0,0.0,8590000.0,7660000.0,76600.0,"New Delhi Municipal Council, India",India,Community inventories,
307,0.0,0.0,2347782.0,653888.0,183831.0,"Pimpri Chinchwad Municipal Corporation, India",India,Community inventories,
308,0.0,0.0,0.0,1510.0,0.0,"Pimpri Chinchwad Municipal Corporation, India",India,Government operations inventory,0.0
309,0.0,0.0,0.0,0.0,0.0,"Pune Municipal Corporation, India",India,Community inventories,
310,0.0,0.0,0.0,4276.0,0.0,"Pune Municipal Corporation, India",India,Government operations inventory,0.0
311,0.0,0.0,1212538.0,534818.0,272556.0,"Rajkot Municipal Corporation, India",India,Community inventories,
312,0.0,0.0,0.0,0.0,7459.0,"Rajkot Municipal Corporation, India",India,Government operations inventory,0.0
313,0.0,0.0,116364.0,78598.0,23934.0,"Shimla Municipal Corporation, India",India,Community inventories,
314,0.0,0.0,0.0,0.0,0.0,"Shimla Municipal Corporation, India",India,Government operations inventory,0.0
315,0.0,0.0,0.0,0.0,0.0,"Surat Municipal Corporation, India",India,Community inventories,
316,0.0,0.0,0.0,0.0,0.0,"Surat Municipal Corporation, India",India,Government operations inventory,0.0
317,0.0,0.0,1536550.0,2462660.0,77897.0,"Thane Municipal Corporation, India",India,Community inventories,
318,0.0,0.0,0.0,783015.0,0.0,"Thane Municipal Corporation, India",India,Government operations inventory,0.0
319,15016.0,0.0,29521.0,347136.0,89330.0,"City of Balikpapan, Indonesia",Indonesia,Community inventories,
320,7915.0,0.0,0.0,347136.0,3570.7,"City of Balikpapan, Indonesia",Indonesia,Government operations inventory,736.2
321,0.0,0.0,0.0,0.0,0.0,"City of Bandung, Indonesia",Indonesia,Community inventories,
322,90.82,63.41,0.0,1394.98,199.0072,"City of Bandung, Indonesia",Indonesia,Government operations inventory,0.0
323,44909.0,0.0,844972.0,27713.0,361402.0,"City of Bogor, Indonesia",Indonesia,Community inventories,
324,0.0,0.0,0.0,0.0,0.0,"City of Bogor, Indonesia",Indonesia,Government operations inventory,0.0
325,0.0,0.0,11348563.4,21631.05,0.0,"City of Cimahi, Indonesia",Indonesia,Community inventories,
326,10027.0,0.0,722.0,477761.0,286912.0,"City of Malang, Indonesia",Indonesia,Community inventories,
327,0.0,0.0,0.0,0.0,0.0,"City of Malang, Indonesia",Indonesia,Government operations inventory,0.0
328,17422.0,78.0,80541.0,137582.0,0.0,"City of Probolinggo, Indonesia",Indonesia,Community inventories,
329,0.0,0.0,0.0,0.0,0.0,"City of Probolinggo, Indonesia",Indonesia,Government operations inventory,0.0
330,0.0,0.0,362446.06999999995,1101142.93,306708.41,"City of Semarang, Indonesia",Indonesia,Community inventories,
331,0.0,0.0,0.0,1066.0,0.0,"City of Semarang, Indonesia",Indonesia,Government operations inventory,0.0
332,0.0,0.0,0.0,0.0,0.0,"Special Capital Region of Jakarta, Indonesia",Indonesia,Community inventories,
333,0.0,0.0,0.0,0.0,0.0,"Special Capital Region of Jakarta, Indonesia",Indonesia,Government operations inventory,95000.0
334,0.0,0.0,1524473.0,430374.0,398708.0,"Jerusalem Municipality, Israel",Israel,Community inventories,
335,0.0,0.0,0.0,3119.0,12330.0,"Jerusalem Municipality, Israel",Israel,Government operations inventory,0.0
336,0.0,0.0,0.0,0.0,0.0,"City of Bologna, Italy",Italy,Community inventories,
337,15019.2687737828,0.0,0.0,0.0,0.0,"City of Bologna, Italy",Italy,Government operations inventory,0.0
338,138150.0,0.0,314319.0,197389.0,0.0,"City of Forlì, Italy",Italy,Community inventories,
339,0.0,0.0,6824580.0,4174937.0,0.0,"City of Rome, Italy",Italy,Community inventories,
340,0.0,0.0,1629756.0,858226.0,0.0,"Metropolitan City of Florence, Italy",Italy,Community inventories,
341,0.0,0.0,0.0,38972.0,0.0,"Metropolitan City of Florence, Italy",Italy,Government operations inventory,0.0
342,176000.0,0.0,8401000.0,3275000.0,0.0,"Metropolitan City of Turin, Italy",Italy,Community inventories,
343,0.0,0.0,1070393.0,424350.0,0.0,"Metropolitan City of Venice, Italy",Italy,Community inventories,
344,0.0,70627.0,283691.0,181274.0,0.0,"Municipality of Ancona, Italy",Italy,Community inventories,
345,0.0,0.0,0.0,473.0,0.0,"Municipality of Ancona, Italy",Italy,Government operations inventory,0.0
346,0.0,0.0,2478.0,0.0,2621138.0,"Municipality of Villa di Serio, Italy",Italy,Community inventories,
347,142322.0,10893.0,502577.0,612268.0,129041.0,"Province of Siena, Italy",Italy,Community inventories,
348,0.0,0.0,0.0,0.0,0.0,"Province of Siena, Italy",Italy,Government operations inventory,0.0
349,0.0,0.0,1583000.0,657000.0,77000.0,"Adachi City, Japan",Japan,Community inventories,
350,0.0,0.0,0.0,0.0,0.0,"Adachi City, Japan",Japan,Government operations inventory,34587.0
351,0.0,0.0,0.0,0.0,0.0,"Aichi Prefecture, Japan",Japan,Community inventories,
352,2631.0,0.0,0.0,15236.0,2795.0,"Aichi Prefecture, Japan",Japan,Government operations inventory,1310.0
353,0.0,0.0,1257022.0,456854.0,114675.0,"Akashi City, Japan",Japan,Community inventories,
354,0.0,81000.0,2067000.0,782000.0,176000.0,"Akita City, Japan",Japan,Community inventories,
355,0.0,0.0,0.0,0.0,0.0,"Akita City, Japan",Japan,Government operations inventory,119828.0
356,0.0,0.0,5968000.0,2083000.0,388000.0,"Akita Prefecture, Japan",Japan,Community inventories,
357,0.0,0.0,0.0,4337.0,34273.0,"Akita Prefecture, Japan",Japan,Government operations inventory,450.0
358,0.0,0.0,0.0,467.0,0.0,"Amami City, Japan",Japan,Government operations inventory,0.0
359,0.0,0.0,0.0,0.0,0.0,"Aomori City, Japan",Japan,Community inventories,
360,0.0,0.0,0.0,0.0,51003.0,"Aomori City, Japan",Japan,Government operations inventory,0.0
361,0.0,0.0,10000000.0,2197000.0,182000.0,"Aomori Prefecture, Japan",Japan,Community inventories,
362,46066.0,694.0,1756523.0,625814.0,109065.0,"Asahikawa City, Japan",Japan,Community inventories,
363,0.0,0.0,0.0,0.0,32151.0,"Asahikawa City, Japan",Japan,Government operations inventory,455.0
364,0.0,0.0,1549006.0,323107.0,42200.0,"Atsugi City, Japan",Japan,Community inventories,
365,0.0,0.0,0.0,718.0,0.0,"Atsugi City, Japan",Japan,Government operations inventory,0.0
366,0.0,31000.0,63601000.0,9317000.0,1093000.0,"Chiba Prefecture, Japan",Japan,Community inventories,
367,2250.0,0.0,0.0,5742.0,16.0,"Chiba Prefecture, Japan",Japan,Government operations inventory,0.0
368,0.0,0.0,1110000.0,179000.0,0.0,"Chigasaki City, Japan",Japan,Community inventories,
369,0.0,0.0,2324000.0,468000.0,36000.0,"Chiyoda City, Japan",Japan,Community inventories,
370,0.0,0.0,0.0,38.0,0.0,"Chiyoda City, Japan",Japan,Government operations inventory,0.0
371,0.0,0.0,1976000.0,371000.0,34000.0,"Chuo City, Japan",Japan,Community inventories,
372,0.0,0.0,1668000.0,681000.0,52000.0,"Edogawa City, Japan",Japan,Community inventories,
373,0.0,0.0,0.0,716.0,0.0,"Edogawa City, Japan",Japan,Government operations inventory,0.0
374,0.0,0.0,14706000.0,2771000.0,221000.0,"Ehime Prefecture, Japan",Japan,Community inventories,
375,0.0,0.0,0.0,0.0,0.0,"Ehime Prefecture, Japan",Japan,Government operations inventory,0.0
376,0.0,0.0,5629000.0,466000.0,463572.0,"Fuji City, Japan",Japan,Community inventories,
377,0.0,0.0,0.0,768.0,30122.0,"Fuji City, Japan",Japan,Government operations inventory,149.0
378,0.0,0.0,1139700.0,251000.0,53600.0,"Fujinomiya City, Japan",Japan,Community inventories,
379,0.0,0.0,0.0,385.0,28610.0,"Fujinomiya City, Japan",Japan,Government operations inventory,0.0
380,0.0,0.0,2567593.0,343032.0,13318.0,"Fujisawa City, Japan",Japan,Community inventories,
381,0.0,0.0,0.0,0.0,0.0,"Fujisawa City, Japan",Japan,Government operations inventory,41845.0
382,0.0,0.0,5788000.0,1704000.0,166000.0,"Fukui Prefecture, Japan",Japan,Community inventories,
383,0.0,35104.0,5318840.0,1932276.0,233590.0,"Fukuoka City, Japan",Japan,Community inventories,
384,0.0,0.0,0.0,47423.0,246713.0,"Fukuoka City, Japan",Japan,Government operations inventory,0.0
385,0.0,0.0,10595000.0,4114000.0,552000.0,"Fukushima Prefecture, Japan",Japan,Community inventories,
386,0.0,0.0,0.0,0.0,0.0,"Fukushima Prefecture, Japan",Japan,Government operations inventory,71404.0
387,0.0,0.0,4097100.0,444000.0,175000.0,"Funabashi City, Japan",Japan,Community inventories,
388,0.0,0.0,0.0,2281.0,149848.0,"Funabashi City, Japan",Japan,Government operations inventory,104.0
389,0.0,1101000.0,10233000.0,3587000.0,438000.0,"Gifu Prefecture, Japan",Japan,Community inventories,
390,0.0,0.0,0.0,0.0,0.0,"Gifu Prefecture, Japan",Japan,Government operations inventory,50071.0
391,0.0,0.0,11975000.0,5079000.0,436000.0,"Gunma Prefecture, Japan",Japan,Community inventories,
392,0.0,0.0,0.0,7987.0,0.0,"Gunma Prefecture, Japan",Japan,Government operations inventory,1482.0
393,0.0,0.0,1623359.0,702776.0,23486.0,"Hakodate City, Japan",Japan,Community inventories,
394,0.0,0.0,4071000.0,1445000.0,217000.0,"Hamamatsu City, Japan",Japan,Community inventories,
395,0.0,0.0,0.0,2406.0,68204.0,"Hamamatsu City, Japan",Japan,Government operations inventory,11386.0
396,0.0,0.0,7838000.0,924000.0,623000.0,"Himeji City, Japan",Japan,Community inventories,
397,20634.0,207344.0,6978189.0,1651463.0,196860.0,"Hiroshima City, Japan",Japan,Community inventories,
398,0.0,0.0,0.0,3017.0,110008.0,"Hiroshima City, Japan",Japan,Government operations inventory,48.0
399,0.0,0.0,46390000.0,7000000.0,500000.0,"Hiroshima Prefecture, Japan",Japan,Community inventories,
400,0.0,0.0,0.0,7585.0,0.0,"Hiroshima Prefecture, Japan",Japan,Government operations inventory,1844.0
401,6790000.0,2850000.0,38920000.0,12080000.0,460000.0,"Hokkaido Prefecture, Japan",Japan,Community inventories,
402,0.0,0.0,0.0,0.0,0.0,"Hokkaido Prefecture, Japan",Japan,Government operations inventory,265040.0
403,0.0,0.0,0.0,26.0,0.0,"Hokuto City, Japan",Japan,Government operations inventory,0.0
404,0.0,0.0,58333000.0,8356000.0,0.0,"Hyogo Prefecture, Japan",Japan,Community inventories,
405,0.0,0.0,0.0,0.0,0.0,"Hyogo Prefecture, Japan",Japan,Government operations inventory,137174.0
406,0.0,0.0,509561.0,228783.0,6515.0,"Iida City, Japan",Japan,Community inventories,
407,0.0,0.0,0.0,0.0,0.0,"Iida City, Japan",Japan,Government operations inventory,0.0
408,0.0,0.0,4366000.0,2395000.0,248000.0,"Ishikawa Prefecture, Japan",Japan,Community inventories,
409,0.0,0.0,0.0,4205.0,0.0,"Ishikawa Prefecture, Japan",Japan,Government operations inventory,0.0
410,1000.0,0.0,1735000.0,413000.0,66000.0,"Itabashi City, Japan",Japan,Community inventories,
411,0.0,0.0,0.0,0.0,0.0,"Itabashi City, Japan",Japan,Government operations inventory,0.0
412,0.0,0.0,2012670.0,794761.0,134076.0,"Iwaki City, Japan",Japan,Community inventories,
413,0.0,0.0,0.0,0.0,0.0,"Iwaki City, Japan",Japan,Government operations inventory,111600.0
414,219000.0,2000.0,4933000.0,2244000.0,240000.0,"Kagawa Prefecture, Japan",Japan,Community inventories,
415,420.0,0.0,0.0,2841.0,31606.0,"Kagawa Prefecture, Japan",Japan,Government operations inventory,27.0
416,0.0,0.0,829260.0,434652.0,40.0,"Kakogawa City, Japan",Japan,Community inventories,
417,0.0,0.0,0.0,841.0,48864.0,"Kakogawa City, Japan",Japan,Government operations inventory,0.0
418,0.0,0.0,52343464.0,10541248.0,1813583.0,"Kanagawa Prefecture, Japan",Japan,Community inventories,
419,0.0,0.0,0.0,18690.0,0.0,"Kanagawa Prefecture, Japan",Japan,Government operations inventory,323221.0
420,0.0,0.0,0.0,0.0,0.0,"Kasumigaura City, Japan",Japan,Government operations inventory,0.0
421,0.0,0.0,1172300.0,558300.0,27400.0,"Kawagoe City, Japan",Japan,Community inventories,
422,0.0,0.0,1513500.0,542700.0,58700.0,"Kawaguchi City, Japan",Japan,Community inventories,
423,0.0,0.0,0.0,1437.0,78185.0,"Kawaguchi City, Japan",Japan,Government operations inventory,543.0
424,0.0,752800.0,23215300.0,1154300.0,314800.0,"Kawasaki City, Japan",Japan,Community inventories,
425,0.0,0.0,0.0,0.0,161205.77,"Kawasaki City, Japan",Japan,Government operations inventory,0.0
426,0.0,0.0,907000.0,230000.0,27000.0,"Kita City, Japan",Japan,Community inventories,
427,7034.3,11365.0,18109526.2,1643415.63,319976.64,"Kitakyushu City, Japan",Japan,Community inventories,
428,0.0,0.0,0.0,7293.0,134145.0,"Kitakyushu City, Japan",Japan,Government operations inventory,0.0
429,0.0,0.0,0.0,53.0,0.0,"Kitamoto City, Japan",Japan,Government operations inventory,0.0
430,0.0,0.0,8708000.0,1995000.0,264000.0,"Kobe City, Japan",Japan,Community inventories,
431,325.0,0.0,0.0,29275.0,208647.0,"Kobe City, Japan",Japan,Government operations inventory,0.0
432,0.0,0.0,6561000.0,1519000.0,96000.0,"Kochi Prefecture, Japan",Japan,Community inventories,
433,0.0,0.0,558100.0,71300.0,2900.0,"Kochi-konan City, Japan",Japan,Community inventories,
434,0.0,0.0,0.0,203.0,43.0,"Kochi-konan City, Japan",Japan,Government operations inventory,0.0
435,0.0,0.0,0.0,0.0,0.0,"Kofu City, Japan",Japan,Community inventories,
436,0.0,0.0,0.0,876.0,41826.0,"Kofu City, Japan",Japan,Government operations inventory,0.0
437,0.0,0.0,218000.0,63500.0,2760.0,"Komoro City, Japan",Japan,Community inventories,
438,0.0,0.0,0.0,252.0,2.0,"Komoro City, Japan",Japan,Government operations inventory,0.0
439,0.0,0.0,1832000.0,698000.0,49500.0,"Koriyama City, Japan",Japan,Community inventories,
440,0.0,0.0,2515248.0,444553.0,43273.0,"Koto City, Japan",Japan,Community inventories,
441,0.0,0.0,0.0,158.3,0.0,"Koto City, Japan",Japan,Government operations inventory,0.0
442,0.0,0.0,3903000.0,981000.0,82000.0,"Kumamoto City, Japan",Japan,Community inventories,
443,0.0,0.0,0.0,4277.0,71993.0,"Kumamoto City, Japan",Japan,Government operations inventory,0.0
444,0.0,1026000.0,29326000.0,1743000.0,99000.0,"Kurashiki City, Japan",Japan,Community inventories,
445,0.0,0.0,0.0,1939.0,29693.0,"Kurashiki City, Japan",Japan,Government operations inventory,1679.0
446,0.0,0.0,1502000.0,457000.0,47000.0,"Kurume City, Japan",Japan,Community inventories,
447,0.0,0.0,0.0,0.0,0.0,"Kurume City, Japan",Japan,Government operations inventory,40202.0
448,0.0,0.0,1739000.0,407000.0,21000.0,"Kushiro City, Japan",Japan,Community inventories,
449,0.0,0.0,5498000.0,1584000.0,217000.0,"Kyoto City, Japan",Japan,Community inventories,
450,0.0,0.0,0.0,75000.0,187000.0,"Kyoto City, Japan",Japan,Government operations inventory,0.0
451,0.0,0.0,8225177.0,3109753.0,288639.0,"Kyoto Prefecture, Japan",Japan,Community inventories,
452,0.0,0.0,0.0,9044.0,0.0,"Kyoto Prefecture, Japan",Japan,Government operations inventory,12480.0
453,0.0,0.0,0.0,1563.0,50091.0,"Maebashi City, Japan",Japan,Government operations inventory,1.0
454,85439.0,0.0,2218154.0,871996.0,42355.0,"Matsuyama City, Japan",Japan,Community inventories,
455,0.0,0.0,0.0,0.0,0.0,"Matsuyama City, Japan",Japan,Government operations inventory,111532.0
456,0.0,0.0,904000.0,256000.0,22000.0,"Meguro City, Japan",Japan,Community inventories,
457,0.0,0.0,21918.0,4182.0,642.0,"Mie Prefecture, Japan",Japan,Community inventories,
458,0.0,0.0,0.0,6159.0,0.0,"Mie Prefecture, Japan",Japan,Government operations inventory,0.0
459,0.0,0.0,3570000.0,664000.0,48000.0,"Minato City, Japan",Japan,Community inventories,
460,0.0,0.0,0.0,206.0,0.0,"Minato City, Japan",Japan,Government operations inventory,0.0
461,0.0,0.0,873000.0,543000.0,47000.0,"Mito City, Japan",Japan,Community inventories,
462,0.0,0.0,0.0,666.0,35290.0,"Mito City, Japan",Japan,Government operations inventory,0.0
463,0.0,0.0,13653.0,5213.0,618.0,"Miyagi Prefecture, Japan",Japan,Community inventories,
464,0.0,0.0,923000.0,864000.0,14000.0,"Miyazaki City, Japan",Japan,Community inventories,
465,0.0,0.0,0.0,1230.0,0.0,"Miyazaki City, Japan",Japan,Government operations inventory,0.0
466,0.0,0.0,686927.0,169803.0,3900.0,"Miyoshi City, Japan",Japan,Community inventories,
467,1000.0,0.0,524000.0,82000.0,9000.0,"Musashino City, Japan",Japan,Community inventories,
468,0.0,0.0,0.0,522.0,13601.0,"Musashino City, Japan",Japan,Government operations inventory,2.0
469,0.0,0.0,729900.0,194300.0,16300.0,"Nagahama City, Japan",Japan,Community inventories,
470,0.0,0.0,0.0,1222.0,0.0,"Nagahama City, Japan",Japan,Government operations inventory,0.0
471,0.0,0.0,437068.0,178219.0,14209.0,"Nagareyama City, Japan",Japan,Community inventories,
472,0.0,0.0,0.0,8.0,31654.0,"Nagareyama City, Japan",Japan,Government operations inventory,3.0
473,0.0,0.0,4247000.0,2520000.0,278000.0,"Nagasaki Prefecture, Japan",Japan,Community inventories,
474,0.0,0.0,0.0,25233.0,0.0,"Nagasaki Prefecture, Japan",Japan,Government operations inventory,0.0
475,9000.0,0.0,10675000.0,4557000.0,265000.0,"Nagoya City, Japan",Japan,Community inventories,
476,98.0,0.0,0.0,46560.0,266320.0,"Nagoya City, Japan",Japan,Government operations inventory,308.0
477,0.0,0.0,1862000.0,357000.0,39000.0,"Naha City, Japan",Japan,Community inventories,
478,0.0,0.0,0.0,0.0,0.0,"Naha City, Japan",Japan,Government operations inventory,25198.0
479,0.0,0.0,783000.0,174000.0,24000.0,"Nakano City, Japan",Japan,Community inventories,
480,13741.0,0.0,946677.0,340494.0,41583.0,"Nara City, Japan",Japan,Community inventories,
481,0.0,0.0,0.0,0.0,21938.0,"Nara City, Japan",Japan,Government operations inventory,13533.0
482,0.0,0.0,1492000.0,522000.0,50000.0,"Nerima City, Japan",Japan,Community inventories,
483,0.0,0.0,0.0,578.0,0.0,"Nerima City, Japan",Japan,Government operations inventory,0.0
484,0.0,0.0,675000.0,263000.0,21000.0,"Neyagawa City, Japan",Japan,Community inventories,
485,0.0,0.0,0.0,0.0,0.0,"Neyagawa City, Japan",Japan,Government operations inventory,24476.0
486,0.0,0.0,4647853.0,1896115.0,343902.0,"Niigata City, Japan",Japan,Community inventories,
487,0.0,0.0,0.0,2549.0,72116.0,"Niigata City, Japan",Japan,Government operations inventory,141.0
488,0.0,0.0,15170000.0,5170000.0,1480000.0,"Niigata Prefecture, Japan",Japan,Community inventories,
489,0.0,0.0,1296818.0,374141.0,62675.0,"Nishinomiya, Japan",Japan,Community inventories,
490,0.0,0.0,763076.0,275107.0,11151.0,"Odawara City, Japan",Japan,Community inventories,
491,0.0,0.0,0.0,684.0,14951.0,"Odawara City, Japan",Japan,Government operations inventory,0.0
492,0.0,0.0,27507000.0,2818000.0,239000.0,"Oita Prefecture, Japan",Japan,Community inventories,
493,0.0,0.0,0.0,4789.0,0.0,"Oita Prefecture, Japan",Japan,Government operations inventory,2945.0
494,0.0,0.0,4921000.0,1415000.0,175000.0,"Okayama City, Japan",Japan,Community inventories,
495,0.0,0.0,0.0,2000.0,71422.0,"Okayama City, Japan",Japan,Government operations inventory,0.0
496,0.0,0.0,2202000.0,591000.0,59000.0,"Okazaki City, Japan",Japan,Community inventories,
497,0.0,0.0,0.0,0.0,58564.0,"Okazaki City, Japan",Japan,Government operations inventory,32.0
498,0.0,258000.0,8454000.0,3857000.0,133000.0,"Okinawa Prefecture, Japan",Japan,Community inventories,
499,0.0,0.0,0.0,0.0,0.0,"Okinawa Prefecture, Japan",Japan,Government operations inventory,169360.0
500,0.0,0.0,40270000.0,7640000.0,1220000.0,"Osaka Prefecture, Japan",Japan,Community inventories,
501,0.0,0.0,0.0,0.0,0.0,"Osaka Prefecture, Japan",Japan,Government operations inventory,0.0
502,0.0,0.0,2423000.0,623000.0,35000.0,"Ota City, Japan",Japan,Community inventories,
503,0.0,0.0,0.0,1206.0,0.0,"Ota City, Japan",Japan,Government operations inventory,0.0
504,0.0,0.0,1318483.0,451573.0,91239.0,"Otsu City, Japan",Japan,Community inventories,
505,8.0,0.0,0.0,1238.0,30099.0,"Otsu City, Japan",Japan,Government operations inventory,0.0
506,0.0,0.0,3243485.0,1077944.0,58474.0,"Sagamihara City, Japan",Japan,Community inventories,
507,0.0,0.0,0.0,2218.0,56437.0,"Sagamihara City, Japan",Japan,Government operations inventory,0.0
508,0.0,0.0,3728000.0,1406000.0,262000.0,"Saitama City, Japan",Japan,Community inventories,
